# This file contains the peak energy deposition density for each cube in the detector array.
# Each line corresponds to one cube, with the following format: (x, y, z, peak energy deposition density)
# x, y, z: The coordinates of the cube in the detector array
# peak energy deposition density: The maximum energy deposition density in the cube, in units of J/g
# this is for a 100mm X 100mm X 200mm lXe Target. Each cube is 10mm X 10mm X 10mm
x	y	z	peak_energy_deposition_density
10.0	0.0	9.0	2.4838251537826694e-12
10.0	0.0	10.0	1.795893380152761e-12
10.0	0.0	11.0	3.049160843820118e-12
10.0	0.0	12.0	2.6788390715654393e-12
10.0	0.0	13.0	2.3706695832208087e-12
10.0	0.0	14.0	2.652417602248673e-12
10.0	0.0	15.0	3.919495850203469e-12
10.0	0.0	16.0	3.805238215689051e-12
10.0	0.0	17.0	3.5665657666742787e-12
10.0	0.0	18.0	3.6195418147719323e-12
10.0	0.0	19.0	5.223815721315874e-12
10.0	0.0	20.0	5.449243839308689e-12
10.0	1.0	0.0	1.8855277840230895e-13
10.0	1.0	1.0	2.3327644829848485e-13
10.0	1.0	2.0	2.4661570465086334e-13
10.0	1.0	3.0	4.317850131652223e-13
10.0	1.0	4.0	6.072774482599413e-13
10.0	1.0	5.0	1.1168594271154395e-12
10.0	1.0	6.0	1.006792053372011e-12
10.0	1.0	7.0	2.1707035289314053e-12
10.0	1.0	8.0	1.2990351497017349e-12
10.0	1.0	9.0	2.7161204015756254e-12
10.0	1.0	10.0	2.8693868420619976e-12
10.0	1.0	11.0	2.4199007828677606e-12
10.0	1.0	12.0	3.4327464623460376e-12
10.0	1.0	13.0	4.441223404924238e-12
10.0	1.0	14.0	4.103964696099921e-12
10.0	1.0	15.0	3.96286792599633e-12
10.0	1.0	16.0	4.779760503669007e-12
10.0	1.0	17.0	6.132708655666101e-12
10.0	1.0	18.0	5.41802202211532e-12
10.0	1.0	19.0	6.7736044198717705e-12
10.0	1.0	20.0	6.732983738047646e-12
10.0	2.0	0.0	2.3005950524802795e-13
10.0	2.0	1.0	3.8474376164474047e-13
10.0	2.0	2.0	3.9607548006768903e-13
10.0	2.0	3.0	4.455903284582586e-13
10.0	2.0	4.0	6.158957799085224e-13
10.0	2.0	5.0	9.693816382203408e-13
10.0	2.0	6.0	1.3227640660202216e-12
10.0	2.0	7.0	1.8536436209868216e-12
10.0	2.0	8.0	2.1241910706275373e-12
10.0	2.0	9.0	2.8102185837569404e-12
10.0	2.0	10.0	2.768715032508864e-12
10.0	2.0	11.0	3.745199196628333e-12
10.0	2.0	12.0	5.173827672253818e-12
10.0	2.0	13.0	5.22652963914696e-12
10.0	2.0	14.0	6.091416347744944e-12
10.0	2.0	15.0	6.081358257039614e-12
10.0	2.0	16.0	7.397664482926206e-12
10.0	2.0	17.0	8.103292367468751e-12
10.0	2.0	18.0	7.157951455453983e-12
10.0	2.0	19.0	9.104576354596659e-12
10.0	2.0	20.0	9.99243010936584e-12
10.0	3.0	0.0	3.1856304694959034e-13
10.0	3.0	1.0	4.742119959797841e-13
10.0	3.0	2.0	3.526482735179162e-13
10.0	3.0	3.0	5.78779640982777e-13
10.0	3.0	4.0	6.910713350484486e-13
10.0	3.0	5.0	1.3731578794718947e-12
10.0	3.0	6.0	1.3517150375374465e-12
10.0	3.0	7.0	2.709664494688113e-12
10.0	3.0	8.0	2.8234074484329897e-12
10.0	3.0	9.0	3.4973883224644024e-12
10.0	3.0	10.0	3.46313175143335e-12
10.0	3.0	11.0	5.351240970804548e-12
10.0	3.0	12.0	5.220243845444276e-12
10.0	3.0	13.0	5.489738423646544e-12
10.0	3.0	14.0	8.534672437407357e-12
10.0	3.0	15.0	7.431362009334492e-12
10.0	3.0	16.0	9.75574618915735e-12
10.0	3.0	17.0	1.0322842849274904e-11
10.0	3.0	18.0	9.865831149949744e-12
10.0	3.0	19.0	1.1953156056418514e-11
10.0	3.0	20.0	1.0687159805058986e-11
10.0	4.0	0.0	1.3046491234564922e-13
10.0	4.0	1.0	4.4169366994644406e-13
10.0	4.0	2.0	7.303209455099552e-13
10.0	4.0	3.0	1.1415889909076911e-12
10.0	4.0	4.0	1.2059134464336538e-12
10.0	4.0	5.0	1.1781427880798201e-12
10.0	4.0	6.0	1.5286573503051668e-12
10.0	4.0	7.0	1.939166791326558e-12
10.0	4.0	8.0	2.7621753370462155e-12
10.0	4.0	9.0	3.5146365455229476e-12
10.0	4.0	10.0	6.229209769938489e-12
10.0	4.0	11.0	4.4765283789269054e-12
10.0	4.0	12.0	7.869994207126848e-12
10.0	4.0	13.0	6.229018344717268e-12
10.0	4.0	14.0	9.31768721299935e-12
10.0	4.0	15.0	1.2554950544645294e-11
10.0	4.0	16.0	1.3083103679268957e-11
10.0	4.0	17.0	1.1945869667430812e-11
10.0	4.0	18.0	1.433863424944282e-11
10.0	4.0	19.0	1.514532147018818e-11
10.0	4.0	20.0	1.284921153838975e-11
10.0	5.0	0.0	2.7469758405253456e-13
10.0	5.0	1.0	3.1956231415333995e-13
10.0	5.0	2.0	6.388237902098223e-13
10.0	5.0	3.0	6.381543144367493e-13
10.0	5.0	4.0	8.636679760256196e-13
10.0	5.0	5.0	1.2621195264642165e-12
10.0	5.0	6.0	1.7295242124829312e-12
10.0	5.0	7.0	2.580703120833639e-12
10.0	5.0	8.0	3.6071934275429265e-12
10.0	5.0	9.0	4.2073425517619205e-12
10.0	5.0	10.0	5.6081708315861926e-12
10.0	5.0	11.0	6.568772623615849e-12
10.0	5.0	12.0	6.7120724606667665e-12
10.0	5.0	13.0	8.224485572179067e-12
10.0	5.0	14.0	1.0264465773787761e-11
10.0	5.0	15.0	1.0302471459302169e-11
10.0	5.0	16.0	1.2358675927185753e-11
10.0	5.0	17.0	1.3571906946238077e-11
10.0	5.0	18.0	1.6054261736948772e-11
10.0	5.0	19.0	1.5402539493152992e-11
10.0	5.0	20.0	1.4412120245680028e-11
10.0	6.0	0.0	2.0451448889008492e-13
10.0	6.0	1.0	3.3328338902813097e-13
10.0	6.0	2.0	3.8918599032733674e-13
10.0	6.0	3.0	6.825580905613596e-13
10.0	6.0	4.0	7.953930369858994e-13
10.0	6.0	5.0	1.4956627160395907e-12
10.0	6.0	6.0	1.5853769498663089e-12
10.0	6.0	7.0	2.4764309013592337e-12
10.0	6.0	8.0	2.7685782427587475e-12
10.0	6.0	9.0	3.24626689236974e-12
10.0	6.0	10.0	4.007301778264268e-12
10.0	6.0	11.0	6.034011127592016e-12
10.0	6.0	12.0	6.379990527348424e-12
10.0	6.0	13.0	9.195993627312181e-12
10.0	6.0	14.0	8.980527776623547e-12
10.0	6.0	15.0	9.487410776358085e-12
10.0	6.0	16.0	1.2603019143671705e-11
10.0	6.0	17.0	1.349341863286631e-11
10.0	6.0	18.0	1.3272595688392148e-11
10.0	6.0	19.0	1.492187325268637e-11
10.0	6.0	20.0	1.3628409012748945e-11
10.0	7.0	0.0	2.377827182273362e-13
10.0	7.0	1.0	2.8125822880207514e-13
10.0	7.0	2.0	4.599465253030987e-13
10.0	7.0	3.0	6.798766447760269e-13
10.0	7.0	4.0	6.839493853754805e-13
10.0	7.0	5.0	7.796910972215368e-13
10.0	7.0	6.0	1.2729554680657181e-12
10.0	7.0	7.0	2.378672554253371e-12
10.0	7.0	8.0	3.0626899510232306e-12
10.0	7.0	9.0	2.9773054473621066e-12
10.0	7.0	10.0	3.5666324835229584e-12
10.0	7.0	11.0	5.989074908836402e-12
10.0	7.0	12.0	6.797751869846261e-12
10.0	7.0	13.0	5.4629020826429765e-12
10.0	7.0	14.0	8.074999083762913e-12
10.0	7.0	15.0	8.00735043888446e-12
10.0	7.0	16.0	9.438774535265235e-12
10.0	7.0	17.0	1.0512584978245343e-11
10.0	7.0	18.0	1.2471474249794797e-11
10.0	7.0	19.0	1.0032229776418239e-11
10.0	7.0	20.0	9.402065930502206e-12
10.0	8.0	0.0	1.175999873847771e-13
10.0	8.0	1.0	2.0285261449278016e-13
10.0	8.0	2.0	4.3991907787629316e-13
10.0	8.0	3.0	6.143836463609358e-13
10.0	8.0	4.0	8.202278713245747e-13
10.0	8.0	5.0	1.039512063223037e-12
10.0	8.0	6.0	1.1605627701373518e-12
10.0	8.0	7.0	1.4679157913852755e-12
10.0	8.0	8.0	2.0610710737124853e-12
10.0	8.0	9.0	2.5876335824570575e-12
10.0	8.0	10.0	2.9226224855280064e-12
10.0	8.0	11.0	4.328834344853755e-12
10.0	8.0	12.0	4.181580581106781e-12
10.0	8.0	13.0	4.9709697754069196e-12
10.0	8.0	14.0	7.1118746426493854e-12
10.0	8.0	15.0	7.362537723810483e-12
10.0	8.0	16.0	8.040688001506761e-12
10.0	8.0	17.0	7.049808968349831e-12
10.0	8.0	18.0	9.539295192989798e-12
10.0	8.0	19.0	7.738839465396726e-12
10.0	8.0	20.0	8.586336199104492e-12
10.0	9.0	0.0	1.2039011586988618e-13
10.0	9.0	1.0	3.554470965104956e-13
10.0	9.0	2.0	3.6024643539018287e-13
10.0	9.0	3.0	3.107410079392868e-13
10.0	9.0	4.0	3.9272935614121824e-13
10.0	9.0	5.0	1.0149023625347137e-12
10.0	9.0	6.0	1.0711071627771817e-12
10.0	9.0	7.0	1.0293008104538996e-12
10.0	9.0	8.0	2.044288196970521e-12
10.0	9.0	9.0	1.7987022985943238e-12
10.0	9.0	10.0	1.687982982684728e-12
10.0	9.0	11.0	2.3028131615874523e-12
10.0	9.0	12.0	3.7449366116515494e-12
10.0	9.0	13.0	3.5348914919781633e-12
10.0	9.0	14.0	5.35414683742626e-12
10.0	9.0	15.0	5.60813053681672e-12
10.0	9.0	16.0	7.099319587818774e-12
10.0	9.0	17.0	6.486417631967448e-12
10.0	9.0	18.0	6.1475017277743694e-12
10.0	9.0	19.0	6.5931979604879274e-12
10.0	9.0	20.0	6.3766398718609365e-12
10.0	10.0	0.0	5.493141531998918e-14
10.0	10.0	1.0	2.6143899458088315e-13
10.0	10.0	2.0	2.472503885045455e-13
10.0	10.0	3.0	2.5549919463341497e-13
10.0	10.0	4.0	2.2775977682498813e-13
10.0	10.0	5.0	4.4862457321286263e-13
10.0	10.0	6.0	1.0172708457664317e-12
10.0	10.0	7.0	1.2157129241278985e-12
10.0	10.0	8.0	1.0879757806554984e-12
10.0	10.0	9.0	1.2083337173529625e-12
10.0	10.0	10.0	2.0517519685597094e-12
10.0	10.0	11.0	2.603172454495758e-12
10.0	10.0	12.0	2.613781631406137e-12
10.0	10.0	13.0	2.0231424266885713e-12
10.0	10.0	14.0	3.5332446128798858e-12
10.0	10.0	15.0	3.976687058025526e-12
10.0	10.0	16.0	3.3614055382064104e-12
10.0	10.0	17.0	4.772369697580139e-12
10.0	10.0	18.0	4.152110180452435e-12
10.0	10.0	19.0	5.8579181849755986e-12
10.0	10.0	20.0	4.107588752043181e-12
